Codigo de Atendimento;Clínica ;CPF ;Data;Dia;Tempo de Espera em minutos ;Tipo de Exame ;Horario Agendamento;Turno
919;CLIDRI;14828943215;06/ago;Qua;15;Exames de retina;10:00:00;Manhã 
920;CLIGIA;98067972697;04/ago;Seg;0;Parasitológico;08:00:00;Manhã 
921;CLIEDA;72627940944;06/ago;Qua;0;Sorologia para Hepatites;13:00:00;Tarde
922;CLIDRI;85984718801;06/ago;Qua;17;Raio-x do tórax;10:00:00;Manhã 
923;CLIDRI;38120628223;05/ago;Ter;2;Sorologia para Hepatites;08:00:00;Manhã 
924;CLIEDA;47670015664;04/ago;Seg;17;Sorologia para Hepatites;09:00:00;Manhã 
925;CLIEDA;99024697444;04/ago;Seg;18;Raio-x do tórax;11:00:00;Manhã 
926;CLIDRI;80148806377;07/ago;Qui;18;Ecocardiograma;09:00:00;Manhã 
927;CLIDRI;76566085500;08/ago;Sex;0;Sorologia para Hepatites;13:00:00;Tarde
928;CLIGIA;57196419136;08/ago;Sex;15;Raio-x do tórax;11:00:00;Manhã 
929;CLIGIA;90075646470;05/ago;Ter;18;Raio-x do tórax;12:00:00;Manhã 
930;CLIDRI;85267275568;06/ago;Qua;15;Parasitológico;11:00:00;Manhã 
931;CLIDRI;71543424493;08/ago;Sex;2;Sorologia para Hepatites;08:00:00;Manhã 
932;CLIDRI;13842727217;06/ago;Qua;16;Parasitológico;12:00:00;Manhã 
933;CLIGIA;69861202064;04/ago;Seg;0;Parasitológico;11:00:00;Manhã 
934;CLIDRI;17980959430;07/ago;Qui;2;Sorologia para Hepatites;11:00:00;Manhã 
935;CLIGIA;53943372226;04/ago;Seg;17;Exames de retina;09:00:00;Manhã 
936;CLIEDA;25402768451;06/ago;Qua;16;Raio-x do tórax;13:00:00;Tarde
937;CLIDRI;98040614321;06/ago;Qua;2;Sorologia para Hepatites;08:00:00;Manhã 
938;CLIEDA;82984789658;06/ago;Qua;15;Ecocardiograma;09:00:00;Manhã 
939;CLIEDA;65629134982;06/ago;Qua;16;Parasitológico;12:00:00;Manhã 
940;CLIDRI;56145012250;08/ago;Sex;0;Sorologia para Hepatites;14:00:00;Tarde
941;CLIGIA;45501552405;05/ago;Ter;8;Ecocardiograma;08:00:00;Manhã 
942;CLIDRI;53052239130;04/ago;Seg;8;Exames de retina;11:00:00;Manhã 
943;CLIGIA;27111889958;07/ago;Qui;8;Parasitológico;09:00:00;Manhã 
944;CLIEDA;46490453479;07/ago;Qui;8;Ecocardiograma;11:00:00;Manhã 
945;CLIEDA;84307110772;05/ago;Ter;5;Sorologia para Hepatites;10:00:00;Manhã 
946;CLIDRI;79932867758;06/ago;Qua;8;Raio-x do tórax;10:00:00;Manhã 
947;CLIDRI;62233366043;04/ago;Seg;5;Ecocardiograma;11:00:00;Manhã 
948;CLIEDA;61921799296;05/ago;Ter;6;Parasitológico;10:00:00;Manhã 
949;CLIDRI;93984598409;04/ago;Seg;5;Raio-x do tórax;12:00:00;Manhã 
950;CLIDRI;66600570367;06/ago;Qua;5;Raio-x do tórax;12:00:00;Manhã 
951;CLIEDA;65483697171;06/ago;Qua;5;Parasitológico;11:00:00;Manhã 
952;CLIEDA;85279159473;05/ago;Ter;7;Ecocardiograma;14:00:00;Tarde
953;CLIDRI;16614953135;05/ago;Ter;5;Ecocardiograma;10:00:00;Manhã 
954;CLIDRI;89245990231;05/ago;Ter;5;Parasitológico;14:00:00;Tarde
955;CLIEDA;74927809482;08/ago;Sex;5;Parasitológico;11:00:00;Manhã 
956;CLIDRI;35349318667;07/ago;Qui;8;Raio-x do tórax;13:00:00;Tarde
957;CLIGIA;26726683855;04/ago;Seg;8;Exames de retina;10:00:00;Manhã 
958;CLIGIA;87262873740;04/ago;Seg;8;Sorologia para Hepatites;13:00:00;Tarde
959;CLIEDA;13786410330;07/ago;Qui;7;Ecocardiograma;13:00:00;Tarde
960;CLIEDA;80059554218;05/ago;Ter;8;Raio-x do tórax;08:00:00;Manhã 
961;CLIDRI;52285071653;06/ago;Qua;5;Raio-x do tórax;12:00:00;Manhã 
962;CLIGIA;56846738906;08/ago;Sex;8;Raio-x do tórax;10:00:00;Manhã 
963;CLIDRI;58971381639;04/ago;Seg;6;Raio-x do tórax;13:00:00;Tarde
964;CLIGIA;23406794786;08/ago;Sex;5;Ecocardiograma;08:00:00;Manhã 
965;CLIEDA;24054763894;05/ago;Ter;5;Exames de retina;11:00:00;Manhã 
966;CLIDRI;24300597657;08/ago;Sex;8;Parasitológico;13:00:00;Tarde
967;CLIDRI;73603238160;06/ago;Qua;8;Parasitológico;08:00:00;Manhã 
968;CLIGIA;95343862219;07/ago;Qui;8;Ecocardiograma;11:00:00;Manhã 
969;CLIDRI;39494836847;05/ago;Ter;0;Sorologia para Hepatites;14:00:00;Tarde
970;CLIEDA;23040116534;07/ago;Qui;7;Exames de retina;13:00:00;Tarde
971;CLIGIA;17385449445;04/ago;Seg;8;Exames de retina;10:00:00;Manhã 
972;CLIGIA;63432859971;08/ago;Sex;6;Raio-x do tórax;12:00:00;Manhã 
973;CLIEDA;43668431413;07/ago;Qui;8;Ecocardiograma;13:00:00;Tarde
974;CLIGIA;60937662074;05/ago;Ter;6;Parasitológico;14:00:00;Tarde
975;CLIDRI;24663652525;07/ago;Qui;8;Ecocardiograma;13:00:00;Tarde
976;CLIEDA;76377852256;07/ago;Qui;7;Raio-x do tórax;12:00:00;Manhã 
977;CLIGIA;85961024222;06/ago;Qua;7;Parasitológico;13:00:00;Tarde
978;CLIDRI;20809222612;06/ago;Qua;7;Parasitológico;08:00:00;Manhã 
979;CLIDRI;36361336814;06/ago;Qua;7;Raio-x do tórax;09:00:00;Manhã 
980;CLIGIA;29045229075;04/ago;Seg;8;Ecocardiograma;10:00:00;Manhã 
981;CLIEDA;88428599270;06/ago;Qua;0;Sorologia para Hepatites;13:00:00;Tarde
982;CLIGIA;95493696198;07/ago;Qui;7;Sorologia para Hepatites;11:00:00;Manhã 
983;CLIGIA;42409427332;06/ago;Qua;8;Parasitológico;09:00:00;Manhã 
984;CLIGIA;67595537269;07/ago;Qui;6;Exames de retina;09:00:00;Manhã 
985;CLIDRI;24496658011;04/ago;Seg;0;Sorologia para Hepatites;14:00:00;Tarde
986;CLIEDA;50214752891;04/ago;Seg;7;Ecocardiograma;13:00:00;Tarde
987;CLIEDA;85823542983;07/ago;Qui;8;Exames de retina;13:00:00;Tarde
988;CLIEDA;24399798474;06/ago;Qua;5;Ecocardiograma;10:00:00;Manhã 
989;CLIEDA;93016019110;07/ago;Qui;8;Exames de retina;10:00:00;Manhã 
990;CLIGIA;20920357962;08/ago;Sex;5;Parasitológico;13:00:00;Tarde
991;CLIGIA;17516826183;04/ago;Seg;6;Ecocardiograma;11:00:00;Manhã 
992;CLIEDA;35694184188;04/ago;Seg;45;Raio-x do tórax;09:00:00;Manhã 
993;CLIGIA;28610512909;08/ago;Sex;5;Exames de retina;13:00:00;Tarde
994;CLIEDA;41802562531;08/ago;Sex;8;Ecocardiograma;14:00:00;Tarde
995;CLIGIA;20570949874;08/ago;Sex;6;Ecocardiograma;10:00:00;Manhã 
996;CLIGIA;37327482836;04/ago;Seg;8;Parasitológico;13:00:00;Tarde
997;CLIEDA;41702342674;05/ago;Ter;7;Ecocardiograma;10:00:00;Manhã 
998;CLIDRI;32521293351;04/ago;Seg;5;Exames de retina;10:00:00;Manhã 
999;CLIDRI;18760157267;08/ago;Sex;5;Ecocardiograma;12:00:00;Manhã 
